id;fr_fr
57065;Cube irrationnel
57066;Blivet à trois pointes
57068;Disque flottant
57064;Cube rationnel
57067;Cadre à triple vis
57069;Alternateur de patron monoculaire
57151;Mules de Gretchen
57096;Pierre runique de lien
57099;Potion mystérieuse
57102;Clé de la cage du Crépuscule
57110;Blouse d'infirmière gobeline
57118;Clé de la cage du Crépuscule
57119;Flèches explosives d'Enohar
57122;Tête de James Clark
57131;Mâchoire de crocilisque intacte
57133;Schémas de Formepierre
57145;Brassards de Simmer
57150;Ceinture Aileron noir
57158;Ceinture de Gnoll infecte
57134;Focalisateur de sort lige d'ombre intact
57136;Une lettre pour Kasim Sharim
57139;Arbalète tisse-nuit
57140;Paquet de Grimeo
57135;Sac de sable
57137;Citrouille de Hurlevent
57138;Pioche de mineur de Grimeo
57142;Prix de cuisine de Hurlevent
57143;Ceinture de montagnard
57147;Gants de Xavren
57148;Bottes de myéloflée
57152;Pantalon de chauve-souris de la pénombre
57144;Gantelets des Pendus
57146;Lame-faux
57149;Gants de chaudron
57153;Brassards de Guet de mort
57154;Cape d'exécuteur
57156;Brassards de la liche prodigue
57161;Jambières de la famille Agamand
57169;Miséricorde de Darrington
57155;Epée de tueur de Worgen
57160;Jambières de Garren
57162;Bracelet de la famille Agamand
57167;Gants tisse-nuit
57157;Gilet de la Dame noire
57179;Cerveau de hurleur
57231;Dague de cérémonie rouge
57234;Gants en peau de rapace
57159;Ceinture de Brill
57164;Chemise de Devlin
57165;Bottes de Brill
57168;Targe de saccageur
57163;Bottes de monte de la famille Agamand
57166;Arbalète tisse-nuit perfectionnée
57170;Bâton de Lilian
57171;Cuirasse d'exécuteur
57172;Pierre runique de lien en phase
58169;Grappin en élémentium
58181;Mort fluide
58955;Couteau à découper de Razgar
57175;Crabe des canaux
57214;Racine d'arbre rabougrie
57219;Ceinture en peau de sanglier tressée
57225;Bottes en peau de puma
57177;Peau contaminée
57191;Potion de soins mythique
57194;Potion de concentration
57199;Brassard décoloré par le soleil
57180;Bourse en peau contaminée
57232;Garde-poignets anti-épines
57233;Tomahawk de cérémonie usé
57235;Bouclier de guerre de Sabot-de-Sang
57192;Potion de mana mythique
57190;Barricade
57182;Pâte de cerveau de hurleur
57226;Toucher de l'aube
57196;Papiers du Reliquaire
57198;Gants de Nuage rouge
57202;Plastron du sanglier de guerre couturé
57203;Mules du grand honneur
57197;Pomme juteuse
57210;Gants de Corne-tonnerre
57212;Mules du deuil
57217;Cordelière épineuse
57200;Chausses de mande-épines
57201;Robe du soleil
57204;Cape de Corne-tonnerre
57205;Epaules de chasseur des plaines
57207;Gants sans repos
57208;Sandales sans empreintes
57211;Jambières de l'herbe marron
57216;Marteau éclabousseur de boue
57206;Gilet de la Terre-Mère
57209;Ceinture du loup des prairies
57213;Robe du porteur d'eau
57227;Gants en cuir de kodo taillés
57215;Bottes plantées de plumes
57228;Corde de la mémoire tragique
57240;Carabine œil-de-faucon
57257;Brassards de la région frontalière
57218;Jambières de chasseur de lapin
57220;Ceinture de marche-soleil
57221;Jambes du jour long
57222;Brassards du marche-pluie
57224;Fusil du long traqueur
57243;Lance usée
57246;Sucre glace
57247;Sac de vendange
57229;Jambières de guetteur de la pénombre
57244;Lance du gardien
57248;Estramaçon très usé
57251;Sac de « collecte »
57230;Massette de kodo
57239;Assomoir de marche-soleil
57319;Sandales de cœur léger
57322;Chevalière de feu naissant
57236;Armure de jambe de trotteur des plaines
57238;Bottes d'escalade de collines
57339;Grand marteau écrase-cœur
57344;Couteau rituel traceglyphe
57237;Première cuirasse de Cairne
57477;Faveur de suzerain
57478;Gilet des cendres
57479;Gants du lance-flammes
57241;Bâton de marche dans les rêves
57256;Chaussures d'abbé de Comté-du-Nord
57276;Chevalière de sauveur d'Hyjal
57279;Bottes des possibilités infinies
57242;Éclateur gobelin
57340;Garde-poignets d'affliction
57474;Bottes de sergent de Krom'gar en cuir
57481;Gants du pêcheur
57245;Poisson-chat gigantesque
57317;Heaume brise-camouflage
57330;Sceptre de plaie des seigneurs
57333;Epaulières punisseuses
57254;Bottes de coureur
57258;Gilet de chasseur de loup
57263;Couronne libératrice
57265;Bottines de restauration
57255;Gants d'éleveur de worgs
57300;Grèves de la revanche violente
57303;Plates de poignets de lieur de chaleur
57304;Masse de canalisation druidique
57259;Colis de secours de Férilon
57260;Écraseurs de Némésis
57261;Ecailles abandonnées de Tortolla
57262;Jambières de l'usurpateur vaincu
57266;Gants de vérité encouragée
57267;Spallières de renaissance
57269;Heaume de crocs terrifiants
57270;Spallières du loup-roi
57271;Bottes à éperons en argent
57272;Garde-mains de chevalier céleste
57275;Pendentif de sauveur d'Hyjal
57284;Poignes de l'emprisonnement arcanique
57458;Pendentif de Thal'darah
57273;Chaperon à œillères
57274;Drapé de sauveur d'Hyjal
57277;Couronne de la liberté chélonienne
57278;Brassards de nettoyeur d'ombre
57280;Kilt d'avenir renaissant
57283;Robe du brise-roche
57286;Dague déchire-rêves
57294;Estramaçon de feu-poison
57282;Gants de briseur de cœur
57301;Garde-poignets en peau de matriarche
57302;Gants anti-vers
57307;Ceinture de l'échec rapide
57285;Chaperon insonorisant
57287;Gantelets de fureur de guérilla
57288;Garde-épaules du subjugateur
57289;Jambières brûle-flammes
57291;Heaume de seigneur de la Nature
57290;Armure de plaques druidique gardienne
57292;Bâtons du Crépuscule reconvertis
57295;Garde-jambes de Tabarlouche
57293;Tromblon de la ligne de front
57281;Protège-épaules rochécaille brûlés
57296;Ceinturon d'infiltration neutralisée
57298;Bottines de garde-porte
57297;Rune déformée d'Azralon
57299;Torque du Héraut
57318;Tunique de sécurité croissante
57337;Encensoir de l'appel du héraut
57305;Hache de la flamme enterrée
57306;Corselet de la promotion rapide
57308;Brassard de suppliant abandonné
57315;Griffe de l'espoir corrodé
57310;Grèves impressionnantes
57309;Pansière des attentes exceptionnelles
57313;Ceinturon déchire-lame
57334;Sautoir en tête d'épingle
57311;Fléchette queue-de-feu
57312;Plaque de mastodonte abandonnée
57314;Corselet couteau-agile
57316;Talisman lève-œuf
57320;Poignes écrase-braise
57321;Chaperon ronge-charbon
57325;Sels parfumés à la billiette
57327;Jambières de sauveur de daim
57323;Écraseurs de mortegraine
57324;Déflecteur filtre-graines
57326;Corselet léché par le sel
57328;Cape de fleurs joyeuses
57329;Tranchelame tempête-de-feu
57338;Jouteur
57476;Grèves de sergent de Krom'gar cuirassées
57480;Collier de maître-espionne
57331;Anneau du brasier éteint
57335;Chevalière d'invocation parfumée
57355;Pantalon agrippe-arbre
57357;Brassards écrase-enclume
57332;Cuissards de persuasion
57341;Protège-épaules des souvenirs morts
57343;Jambières de labeur ardent
57345;Grèves anti-rasoir
57336;Garde-mains grippe-ciel
57354;Défenseur de la faune
57366;Ceinturon du loup ancien
57371;Écrase-boue de l'appel du loup
57342;Garde-épaules de sauveteur
57352;Protège-épaules tachés de sang
57394;Baguette perdue depuis longtemps
57396;Gants d'aubergiste
57346;Talisman de fléchier de l'esprit
57347;Arbalète carreau-sanglant
57349;Heaume du mendiant
57351;Gantelets arrache-tripes
57348;Cape gardeflammes
57350;Bâton protecteur enflammé
57356;Sandales de pieds collants
57361;Souliers négligés
57353;Gésier calcifié
57475;Grèves de sergent de Krom'gar en plaques
57550;Bottes de l'antre Gris
57551;Jambières de wendigo
57358;Ceinturon forgé dans le cœur
57359;Drapé de rêves consumants
57360;Garde-épaules de mémoire vide
57364;Spallières purificatrices
57362;Chaperon des rêves égarés
57363;Cabasset désobligeant
57365;Écrase-liens
57381;Corselet d'impénétrabilité
57367;Bottines du loup de rêve
57379;Étreintes de l'esprit worgen
57384;Jambières gribouillées de rouille
57388;Ceinture d'infanterie de Hurlevent
57368;Brassards du mande-loup
57369;Purificateur de Goldrinn
57370;Ceinture de purification liante
57372;Brassards du loup mélancolique
57373;Rage de Lo'Gosh
57374;Sautoir de Lo'Gosh
57378;Ceinturon de force primordiale
57393;Arbalète de défenseur de l'abbaye
57375;Vareuse de fierté furieuse
57376;Garde-mains de brutalité restrainte
57377;Médaillon de Goldrinn
57380;Ceinturon de Gar'gol
57382;Manchettes apocryphes
57383;Chevalière de Croc-Vif
57385;Ceinturon du Crépuscule reconverti
57386;Robe d'abbé de Comté-du-Nord
57387;Jambières de maître-espion
57391;Chausses de lancier
57421;Amulette de cris stridents
57439;Plastron de messager
57389;Bas hauts d'aubergiste
57390;Veste épaisse de Comté-de-l'Or
57473;Bottes de sergent de Krom'gar en peau
57499;Cuirasse contaminée
57392;Mitaines de Willem
57400;Ceinture de poussière d'or
57402;Pantalon de l'oncle Champierreux
57406;Ceinture en plaques renforcée
57395;Brassards de fierté du lion
57397;Brassards de Comté-de-l'Or en fer
57399;Ceinture à trophée de chasseur de Kobold
57419;Baguette de temps gagné
57398;Robe tachée de cire de bougie
57401;Corselet de Veine-de-jaspe
57403;Brassards de l'héritage de Theodore
57404;Jambières de Froncebouille en mailles
57405;Echarpe raffinée en cuir
57417;Bottes du chemin dégagé
57422;Mules tranquilles
57425;Hache gyromatique
57407;Badine de vagabond
57409;Totem de miniaturisation de Valoren
57408;Bague d'éclat-de-sang
57412;Bottes boum
57415;Ceinture de Chimétoile
57416;Ceinture inférieure d'hippogriffe
57418;Bâton de défenseur des Serres-Rocheuses
57420;Gants réquisitionnés
57423;Gants de surveillant
57424;Anneau d'Heliana
57426;Blouse de labo de Xakxak
57427;Brassards exzellent
57428;Assommoir à poisson
57429;Ceinture du pêcheur
57431;Guide de stratégie
57432;Bottes du gêneur
57430;Garde-jambes de Chèvrefer
57435;Brassards tachés d'huile
57437;Epée de rechange de Barus
57442;Anneau scelleur de mine
57433;Hache des Cisailles
57434;Anneau de pétrolier
57436;Heaume bien huilé
57438;Gants de porteur de nouvelles
57440;Garde-épaules d'avertissement
57453;Espauliers d'Yvonia
57456;Protège-front de réconfort
57455;Mantelet de Sareth'na
57441;Relève-volets
57445;Cape d'ouvrier de la mine
57447;Arbalète de Paulson
57449;Corselet du diplomate
57443;Heaume du Fin-fond
57444;Assassineur d'assassin
57446;Espauliers crépitants
57448;Jambières du camp de base
57450;Amulette de Guet-du-Nord
57452;Bouclier de contrôle
57454;Arc béni par Élune
57463;Garde-épaules de tueur de couvées
57451;Jambières de sabotage
57457;Garde-jambes des manières sinueuses
57459;Protège-front de l'innocent
57460;Cuirasse de sauvetage
57462;Capuche d'acolyte de Goldrinn
57464;Mains bénies de hiérophante
57465;Amulette de l'ambassadeur
57466;Bracières du négociateur
57461;Pilonneur à œufs
57467;Bottes chic
57468;Cape de Valen
58171;Fétiche zuuldaien
57469;Jambières de Saurboz
57470;Gantelets d'incinérateur
57487;Brassards de légionnaire de Krom'gar en plaques
57488;Brassards de légionnaire de Krom'gar cuirassés
57471;Cuirasse de tueur d'elfe
57873;Heaume de Setesh
57879;Rations d'infanterie de la Horde
57912;Totem marteau-hardi
57472;Bottillons de sergent de Krom'gar en lin
57491;Jambières de pièces détachées
57494;Bâton déchaîné
57501;Protège-épaules de champion de Krom'gar en lin
57482;Ceinture d'Anara
57483;Bague de la Combe
57484;Brassards de légionnaire de Krom'gar en lin
57492;Dague de Poignegriffe
57485;Couvre-bras de légionnaire de Krom'gar en peau
57489;Bague de Bombetripes
57493;Garde-jambes de Darn
57500;Amulette rampante
57486;Brassards de légionnaire de Krom'gar en cuir
57490;Ceinture d'explogénieur
57495;Bouclier de la vallée de la Balafre
57502;Garde-épaules de champion de Krom'gar en peau
57497;Arbalète de Grebo
57503;Garde-épaules de champion de Krom'gar en cuir
57507;Jambières de querelleur kobold
57547;Bottes en chatoyante
57498;Arc de la cible invisible
57510;Bracières de Masha
57522;Gants d'entraînement de McCree
57525;Cuirasse en peau d'ours voilée
57504;Espauliers de champion de Krom'gar en plaques
57505;Espauliers de champion de Krom'gar cuirassés
57506;Cape déterrée
57511;Ceinture du père éploré
57508;Hache courte de Devo
57512;Bottes de Rôde-falaise
57517;Heaume de général de Krom'gar cuirassé
57520;Protecteur de bras clouté
57509;Amulette d'Orthus
57523;Bottes en fourrure de loup
57533;Brassards en fer nains
57543;Brune marteau-tempête
57513;Capuche de général de Krom'gar en lin
57514;Masque de général de Krom'gar en peau
57515;Masque de général de Krom'gar en cuir
57516;Heaume de général de Krom'gar en plaques
57518;Crème glacée étonnamment délicieuse de M. Bubulle
57519;Omelette de bélier spéciale de Macaron
57496;Baguette de talent destructeur
57521;Arbalète légère de maréchal
57524;Brassard des frontaliers
57534;Ceinture glacée de Grik'nir
57536;Jambes de l'élémentaire indiscipliné
57538;Ceinture de Kharanos
57526;Bottes de brise-Gnoll
57527;Bottes du Cairn
57529;Mules bordées de fourrure
57530;Robe d'explorateur
57531;Veste d'hiver
57532;Cuirasse mâcheroc
57535;Brassards de Blanchebarbe
57537;Brassards martel-de-givre
57539;Bottes écrase-neige
57541;Cape rapiécée en peau de loup
57545;Gants tachés d'huile
57853;Cape de Portvaillant
57540;Sacoche de montagnard des Frigères
57542;Sacoche de montagnard des Frigères
57544;Reste de viande de sanglier
57872;Sceptre de puissance
57546;Ceinture de rouage
57563;Tromblon de la Porte Sud
57570;Ceinture de mineur de Gol'Bolar
57572;Bottes de randonnée de Dun Morogh
57548;Gantelets tachés par l'herbe
57851;Gantelets de gaz des marais
57854;Gants cognepierres
57855;Brassards alpha
57549;Sac de prospecteur
57560;Mitaines de la griffe galeuse
57571;Pantalon d'archéologue
57576;Brassards d'infiltrateur sombrefer
57552;Cuirasse de Vagash
57556;Brassards du raid nocturne
57557;Garde-poignets d'hiver chauds
57558;Robe de raid sans fin
57553;Ceinture déchirée
57554;Ceinture crins-de-givre
57555;Bottes sanglantes de Battok
57559;Bottes de l'écumeur fatigué
57562;Jambières de Martèlepied en plaques
57566;Ceinture d'ingénieur de siège
57568;Pantalon de dignité de sénateur
57569;Bracières de Sacrepierre
57574;Brassards de gardien de musée
57575;Ceinture des sombres complots
57578;Bottes cloutées en sombrefer
57579;Atours de défenseur de l'aérodrome
57580;Tunique de cuir sombre
57584;Hache d'armes du Nain sobre
57585;Dague fourbe de l'ambassadeur
57755;Indice des Gnolls rivepattes
57581;Cuirasse sombre de Hache-sinistre
57582;Gantelets brise-pierres
57583;Le marteau à scories
57756;Indice des Murlocs
57758;Panse de pourceau
57765;Écrevisse boueuse
57788;Flanchet de broche-tripes
57789;Gravillons du jour
57757;Prix de cuisine d'Orgrimmar
57761;Ancienne « maison » de Lou Deux-semelles
57764;Pièce détachée
57766;Figue de Barbarie
57786;Viande filandreuse de déchireur
57787;Queue de coyote
57793;Sacoche de selle de kodo
57792;Sac d'épines
57790;Sac citrouille
57839;Hache de tueur de dragonnet
57846;Epaulières trophée de suzerain
57868;Tenue de parade d'Anraphet
57791;Sac de l'homme-tête
57828;Meilleur harnais de combat de Brogg
57832;Heaume de compagnon
57835;Ceinture « œil-des-marais »
57827;Autre sceau de Morlann
57829;Haubert à dos d'acier
57831;Cordelière de Navrecorne
57833;Masque boudeur
57834;Bottes de grenouille
57837;Bardiche mordante
57840;Casque corrodé
57841;Amulette Tourbière du Ver
57836;Spallières Encarmine
57838;Dague incendiaire
57842;Tour de Theramore
57844;Baguette rampante
57843;Bouclier baroque
57845;Attelles du marais
57847;Mailloche de Mok'Morokk
57850;Empaleur d'Âprefange
57848;Bouteille de tafia de Mok'Morokk
57852;Cape du Totem-Sinistre
57858;Mantelet des ombres douces
57856;Cuirasse Oméga
57849;Harpon de monstre des mers
57861;Heaume de Setesh
57867;Bottes des ruines délabrées
57874;Gilet hiéroglyphique
57860;Tenue de parade d'Anraphet
57864;Heaume de la bête des typhons
57866;Mantelet des ombres douces
57875;Linceul chaotique
57862;Linceul chaotique
57863;Gilet hiéroglyphique
57857;Bottes des ruines délabrées
57865;Sceptre de puissance
57870;Brassards alpha
58113;Fascicule d'information
58122;Cuissardes de la colline
58133;Masque de lianes
57869;Cuirasse Oméga
58127;Jambières de silence apaisant
58141;Carte côtière des Hautes-terres du Crépuscule
58152;Mains bénies d'Élune
57877;Tonneau de riz des Sombrelances
57871;Heaume de la bête des typhons
57911;Okra
57913;Ceinture verte de hêtre
57878;Tonneau de riz de Kezan
58086;Flacon de l'esprit draconique
58087;Flacon des vents
58090;Potion terrestre
57914;Ceinturon des montagnes
57915;Ceinture de nuages bloqués
57916;Ceinture de la sombre forêt
57917;Ceinture des flots calmes
57918;Echarpe de songerie
57922;Ceinture de la pluie tombante
57923;Lampe d'ermite
57924;Branche courbée par une pomme
57919;Lianes d'avant-toit de chaume
57920;Tambours de guerre Vengebroche
57921;Large ceinture infusée d'encens
57925;Bouclier des brumes
57926;Bouclier des quatre tours grises
57927;Tranche-gorge
57928;Tranche-vent
57929;Lame Braselaube
57930;Pendentif de souffle tranquille
57931;Amulette des rêves émoussés
57933;Cordon de bulles perlées
57935;Cœur de gardien des moissons
57932;L'œil satiné
57934;Pendentif céladon
58085;Flacon de peau-d'acier
58088;Flacon de force titanesque
57954;Cœur de gardien des moissons
57987;Effets personnels de Gnome
57988;Ragoût de la marche de l'Ouest
57989;Caisse de ravitaillement couverte de vase
57990;Les vertes collines de Strangleronce - Page 14
57991;Ragoût de la marche de l'Ouest
58082;Echantillon du Vaseux
58083;Rations de Grom'gol
58084;Élixir fantôme
58095;Totem de persuasion de Kotonga
58104;Espauliers brûlés par le soleil
58107;Garde-jambes du modéré
58089;Élixir du Naga
58092;Élixir du cobra
58111;Ordres d'attaque des Gnolls
58116;Propagande mystérieuse
58091;Potion volcanique
58093;Élixir de la terre profonde
58097;Grèves de la galanterie
58099;Gantelets ravageurs
58094;Élixir de précision impossible
58096;Cuirasse de fureur déchaînée
58098;Heaume de mort facile
58101;Pansière de l'inébranlable
58100;Espauliers du grand requiem
58102;Grèves de splendeur
58105;Garde-mains engourdissants
58106;Corselet des vagues dansantes
58103;Heaume du fier
58109;Espauliers du désespéré
58125;Gants de la nuit qui passe
58131;Tunique d'envie angoissante
58108;Couronne du soleil ardent
58112;Potion de dissimulation
58117;Foulard rouge
58121;Gilet de vrai compagnon
58110;Gants de conscience curieuse
58115;Journal secret
58118;Foulard rouge
58120;Jeunes araignées grouillantes
58114;Exemplaire de la Voix de Ruisselune
58126;Gilet de rêve éveillé
58129;Mantelet hydroglycériné
58132;Jambières de la taupe fouisseuse
58124;Houppelande des clairières de la vallée
58161;Masque de nouvelle neige
58184;Noyau de maturité
58186;Anneau fêle-crâne
58123;Masque du saule
58155;Capuche de fosse agréable
58157;Mantelet des steppes
58167;Totem des esprits
58128;Heaume de l'œil intérieur
58130;Gants glaneurs
58134;Étreinte de la nuit
58139;Corselet d'étourderie
58138;Gants collants
58144;Élixir de vitesse puissante
58148;Élixir du maître
58151;Châle sombre
58142;Venin sang-la-mort
58145;Potion des Tol'vir
58147;Brûle-encens
58156;Brise-vent
58143;Élixir prismatique
58150;Chapelet d'étoile
58159;Robe rose muscade
58254;Écraseur de chaînes précis
58158;Gants de minuit sans douleur
58165;Fragment d'œuf de raptor flagellant
58177;Proclamation du Cercle terrestre
58185;Bague des abeilles
58160;Jambières de charité
58256;Eau de l'oasis étincelante
58257;Eau de source des Hautes-terres
58259;Fromage de brebis des Hautes-terres
58162;Drape-épaules de la chanson de l'été
58261;Petit pain au beurre
58269;Patte de dinde énorme
58271;Tonneau d'échantillon de bière
58163;Gants de purification
58262;Tranche d'espadon cru
58264;Pomme verte aigre
58266;Morilles pourpres
58168;Noyau d'Irepierre
58263;Requin grillé
58265;Grenade des Hautes-terres
58268;Rôti de bœuf
58178;Rapport de Jessup
58179;Corps de Gan'zulah
58180;Permis de tuer
58188;Bague des noms secrets
58183;Caisson à âmes
58182;Talisman du soubassement
58187;Anneau d'hymne de bataille
58189;Bague de fleurs jumelée
58190;Filet flottant
58192;Cape des cheveux gris
58195;Bottes de créateur de malheur
58198;Guide éternel
58191;Ailes sans visibilité
58233;Gilet d'écuyer
58236;Tête d'Umboda
58237;Gilet d'initié
58193;Mante des mouches
58194;Brise des cieux
58197;Bottes du sillage rocheux
58199;Mocassins des noirceurs pleines de verdure
58200;Techno-grenade
58202;Baril de poudre volé
58204;Limon du gouffre
58209;Torche à tiki
58201;Mojo de Casse-crâne
58203;Barbouillateur
58205;Trésor des Mosh'Ogg
58217;Baguette de maître de mastiff
58216;Robe worgen « volante »
58228;Idole d'araignée
58231;Gilet de recrue
58234;Gilet de détrousseur
58224;Samophlange à induction
58225;Gros cerveau de Braddock
58232;Gilet robuste de trappeur
58267;Polypore écarlate
58235;Gilet de gardien
58240;Gilet d'éclaireur
58242;Gilet d'écuyer
58244;Gilet de recrue
58238;Gilet de guetteur
58239;Echantillon de venin de rejeton de Shadra
58241;Tablette de Shadra
58243;Gilet de recrue
58245;Gilet de bagarreur
58246;Gilet de nervi
58248;Gilet d'initié
58251;Crâne gurubashi
58247;Gilet de trappeur
58249;Bourse de nourriture à raptor
58250;Brindille ardente
58252;Œuf de rejeton de Shadra
58253;Engin de ciblage orbital
58255;Haut-de-forme du seigneur Walden
58258;Bâtonnet de fromage fumé
58260;Pain de pignons de pin
58140;Jambières de floraison tardive
58146;Potion de sang de golem
58153;Robe de noirceur embaumée
58154;Jambards pensifs
58274;Eau fraîche
58275;Biscuit de mer
58277;Calmar bouilli
58280;Fricassée de lapin
58276;Fromage blanc de Gilnéas
58278;Fruit solaire tropical
58279;Délicieuse vesse de loup
58362;Extincteur de Milly
58281;Croc de Shadra
58282;Oeil de Shadra
58292;Journal décoloré
58361;Arme d'orc rochenoire
58363;Témoignage de bravoure
58364;Note d'Argus
58366;Marque de Sabot-de-Sang
58480;Vrai-or
58365;Cor des Anciens
58482;Bottines de joie fugace
58491;Main de Mosh'Ogg difforme
58499;Emprise de victoire
58481;Bottes des mers périlleuses
58484;Sandales violettes pâlissantes
58486;Mules des eaux mouvantes
58485;Mules mélodieuses
58483;Pierre d'alchimiste liée par la vie
58489;Potion d'illusion
58490;Trésor des Mosh'Ogg ouvert
58502;Pansement explosif
58488;Potion de découverte des trésors
58487;Potion du Tréfonds
58492;Main de Mosh'Ogg difforme
58500;Amas de cristaux de jade
58501;Résine de quartzite
58891;Yeux de tarentule
58892;Entrailles de condor
58893;Foie de broche-tripes
58503;Doré jaune endurci
58779;Exosquelette de Shadra
58783;Composite en cristal de jade
58787;Perche de cristal
58784;Idole de Shadra
58788;Ver de terre charnu
58798;Bouteille de whiskey
58806;Rouleau de corde
58809;Homard des rochers
58811;L'eau bénite de clarté
58813;Fourrure veloutée de panthère
58845;Formation de cristal crayeux
58812;Fourrure de tigresse souple
58866;Jeu de clés rouillées
58885;Composants pour éboulement
58887;Plan de bataille gnoll
58856;Lotte royale
58860;Drapeau de défi gurubashi
58864;Médaillon précieux
58865;Anneau visqueux
58867;Gésier de gueule d'acier
58877;Icône naga
58880;Ingrédient secret de Chipie
58882;Echantillons de Chipie
58883;Largesse de Chipie
58884;Bannière du Père-Roc
58886;Pierre de tonnerre
58889;Guide de stratégie gnolle
58888;Ordres gnolls
58890;Rapport de Parker
58894;Gnomotophone
58918;Baguette rivepatte mystique
58895;Orbe de contrôle d'ettin
58902;Aiguillon kobold
58903;Bougie kobold
58904;Attrapeur à cire
58896;Caisse de fournitures des Carmines
58897;Collier de Gnoll des Carmines
58898;Parchemin taché de poussière
58899;Perche pourpre
58901;Formule de Zanzil
58905;Cogneur kobold
58908;Cape d'inspecteur de la scène de crime
58909;Cape des rayons de soleil
58906;Cape d'équicide
58907;Bande de la scène du crime
58910;Bottes bouillies
58913;Gilet de la colline des Sentinelles
58911;Ceinture soigneusement sanglée
58914;Cuirasse de la colline des Sentinelles
58915;Bottes de moissonneur
58916;Ceinture mâchonnée
58912;Surcot de la colline des Sentinelles
58917;Gants de travail de Saldean
58920;Grèves des plaines de Poussière
58921;Gants de récolte de preuve
58919;Jambières de Salecouenne
58922;Brassards défias usés
58926;Bottes de Gryan
58930;Bâton de la maison Wrynn
58923;Brassards de Gregorky
58925;Gants désagréables
58928;Hallebarde de la maison Wrynn
58929;Arbalète de la maison Wrynn
58924;Pantalon de déblaiement
58927;Dague de la maison Wrynn
58932;Caisse de bandages gueule-de-dragon
58934;Chair de palourde monstrueuse
58933;Tarte à la boue de la marche de l'Ouest
58949;Oeil de cerf
58992;Cuirasse découverte
59039;Sabre jet-d'aïe
58931;Claymore de la maison Wrynn
58936;Missive d'orc rochenoire
58945;Flachard toxique
58944;Pièce de catapulte
58935;Pitance de griffon
58937;Plans d'invasion rochenoire
58946;Carpe des sables
58950;Clé de la cage de Messner
58951;Brochet géant furieux
58954;Couteau de survie de Keeshan
58960;Poisson-pierre doré
58966;Appeau à dragon féerique de Jesana
58952;Longue-vue rochenoire
58956;Bandeau rouge de Keeshan
58959;Chauve-souris de pierre pétrifiée
58962;Pétale en train de faner
58953;Arc de Keeshan
58958;Queue de lézard-tonnerre noyé
58964;Fétiche de Chabal
58974;Baguette mécanique
58957;Amulette de jade de Keeshan
58991;Tireur étoilé
59098;Gants de manipulateur de lingots
59103;Jambières Tisseroche
58963;Encens gurubashi
58965;Trousse de soins de Veine-profonde
58967;Appeau à géant de Jesana
58969;Clé de la cage de Jorgensen
58970;Cape de Mori
58973;Faux de Total
58990;Brassards de Rudagite
59041;Vibrocouteau
58971;Compas de Mori
58972;Levier de vitesse de Mori
58975;Fusil à rayon gnome multi-usage
58976;Cape en oreille de rat
58977;Bouclier d'Algaz
58979;Bouclier du Ru d'argent
58980;Cape Cœur-de-fer en anneaux
58982;Gants de contremaître
58978;Patte sale
58981;Brassards ignobles
58985;Jambières du courage incroyable
58988;Jambières non liées
58983;Garde-jambes de Baguefer
58984;Bâton brisepierre
58986;Croquenots de pierre
58987;
58989;Ceinture de la vallée des Rois
58996;Ceinture de montagnard
58998;Demi-bottes trogg
59000;Hache de Daryl
58993;Vieux marteau nain
59070;Jambières de géomètre
59079;Sandales de la marine marchande
59080;Godillots de la marine marchande
58995;Brassards concass'os
58997;Masse en pierre sculptée
58999;Cuirasse de Thelsamar
59001;Ceinture mal utilisée
58994;Bottes tueuses de trogg
59010;Lame vent-vif
59012;Gants de désamorçage
59014;Houppelande de Kizmet
59002;Gilet non décontenancé
59006;Bottes en peau de croco
59009;Ceinture de Vyrin
59011;Robe de Nicolette
59003;Carabine de Daryl
59004;Arc de Daryl
59005;Dague de Marek
59007;Gants en écailles de croco
59008;Gants insalubres
59038;Couverture anti-retombées
59067;Cape déferlante
59071;Méchante ceinture
59013;Cuirasse de Rictus-de-pierre
59015;Brassards d'alarme
59016;Jambières d'investigateur
59018;Anneau de fierté
59017;Bottes à l'odeur étrange
59020;Bague de Formepierre
59026;Brassards de chasseur de primes
59033;Clé du levier rochenoire
59019;Anneau brûle-lumière
59027;Mailles de Thelsamar
59028;Chevalière de Courtnez
59029;Lait graisseux de baleine
59031;Rubis de la Voile sanglante
59032;Saphir de la Voile sanglante
59034;Clé dynamométrique à cliquet de Toupetiot
59037;Caisse de porto Pupellyverbos
59035;Miroir orné de joyaux d'Ephram
59036;Caisse de viande de classe E
59040;Bâton de la force
59043;Etoile de la mort
59042;Electro-bâton
59045;Ceinture d'accélération
59049;Brassards inertiels
59052;Ceinture d'équilibre statique
59044;Brassards de vélocité
59030;Rafraîchissement de la jungle de Jasper
59061;Possessions de Keeshan
59064;Epaules de Barbe-de-marbre
59046;Gants de friction
59047;Ceinture de corps libre
59048;Gants applique-torque
59050;Gants d'énergie potentielle
59051;Brassards du moment angulaire
59053;Sac de courrier de l'aérodrome
59059;Mules de Poobah
59060;Journal intime de Poobah
59054;Caisse géante de nourriture pour géant
59057;Tiare de Poobah
59058;Sceptre de Poobah
59062;Sang de Neltharion
59066;Garde-jambes en incendicite stabilisé
59097;Bouclier du messager du trésor royal
59104;Jambières couvertes
59114;Bague d'Iczelia
59065;Gants anti-étincelles
59095;Ceinture de Vifembraye
